Date,Bitcoin,Gold,NASDAQ
7/29/2021,40008.42,1831.2,14778.26
7/30/2021,42235.55,1812.6,14672.68
7/31/2021,41626.2,1812.6,14672.68
8/1/2021,39974.9,1812.6,14672.68
8/2/2021,39201.95,1818.1,14681.07
8/3/2021,38152.98,1810.1,14761.29
8/4/2021,39747.51,1810.5,14780.53
8/5/2021,40869.55,1805.1,14895.12
8/6/2021,42816.5,1760,14835.76
8/7/2021,44555.8,1760,14835.76
8/8/2021,43798.12,1760,14835.76
8/9/2021,46365.4,1723.4,14860.18
8/10/2021,45585.03,1728.8,14788.09
8/11/2021,45593.64,1750.4,14765.14
8/12/2021,44428.29,1749,14816.26
8/13/2021,47793.32,1775.2,14822.9
8/14/2021,47096.95,1775.2,14822.9
8/15/2021,47047,1775.2,14822.9
8/16/2021,46004.48,1786.9,14793.76
8/17/2021,44695.36,1785,14656.18
8/18/2021,44801.19,1781.6,14525.91
8/19/2021,46717.58,1780.2,14541.79
8/20/2021,49339.18,1781,14714.66
8/21/2021,48905.49,1781,14714.66
8/22/2021,49321.65,1781,14714.66
8/23/2021,49546.15,1803.2,14942.65
8/24/2021,47706.12,1805.6,15019.8
8/25/2021,48960.79,1788.2,15041.86
8/26/2021,46942.22,1792.2,14945.81
8/27/2021,49058.67,1816.6,15129.5
8/28/2021,48902.4,1816.6,15129.5
8/29/2021,48829.83,1816.6,15129.5
8/30/2021,47054.98,1809,15265.89
8/31/2021,47166.69,1815,15259.24
9/1/2021,48847.03,1813.1,15309.38
9/2/2021,49327.72,1808.7,15331.18
9/3/2021,50025.37,1830.9,15363.52
9/4/2021,49944.63,1830.9,15363.52
9/5/2021,51753.41,1830.9,15363.52
9/6/2021,52633.54,1830.9,15363.52
9/7/2021,46811.13,1795.9,15374.33
9/8/2021,46091.39,1790.7,15286.64
9/9/2021,46391.42,1797.4,15248.25
9/10/2021,44883.91,1789.6,15115.49
9/11/2021,45201.46,1789.6,15115.49
9/12/2021,46063.27,1789.6,15115.49
9/13/2021,44963.07,1792,15105.58
9/14/2021,47092.49,1804.7,15037.76
9/15/2021,48176.35,1792.4,15161.53
9/16/2021,47783.36,1754.6,15181.92
9/17/2021,47267.52,1749.4,15043.97
9/18/2021,48278.36,1749.4,15043.97
9/19/2021,47260.22,1749.4,15043.97
9/20/2021,42843.8,1761.8,14713.9
9/21/2021,40693.68,1776,14746.4
9/22/2021,43574.51,1776.7,14896.85
9/23/2021,44895.1,1747.7,15052.24
9/24/2021,42839.75,1749.7,15047.7
9/25/2021,42716.59,1749.7,15047.7
9/26/2021,43208.54,1749.7,15047.7
9/27/2021,42235.73,1750,14969.97
9/28/2021,41034.54,1735.8,14546.68
9/29/2021,41564.36,1721.5,14512.44
9/30/2021,43790.9,1755.3,14448.58
10/1/2021,48116.94,1757,14566.7
10/2/2021,47711.49,1757,14566.7
10/3/2021,48199.95,1757,14566.7
10/4/2021,49112.9,1766.2,14255.48
10/5/2021,51514.81,1759.6,14433.83
10/6/2021,55361.45,1760.5,14501.91
10/7/2021,53805.99,1757.9,14654.02
10/8/2021,53967.85,1756.3,14579.54
10/9/2021,54968.22,1756.3,14579.54
10/10/2021,54771.58,1756.3,14579.54
10/11/2021,57484.79,1754.6,14486.2
10/12/2021,56041.06,1758.3,14465.92
10/13/2021,57401.1,1793.7,14571.64
10/14/2021,57321.53,1796.7,14823.43
10/15/2021,61593.95,1767.2,14897.34
10/16/2021,60892.18,1767.2,14897.34
10/17/2021,61553.62,1767.2,14897.34
10/18/2021,62026.08,1764.8,15021.81
10/19/2021,64261.99,1769.7,15129.09
10/20/2021,65992.84,1784.1,15121.68
10/21/2021,62210.17,1781.2,15215.7
10/22/2021,60692.26,1795.5,15090.2
10/23/2021,61393.62,1795.5,15090.2
10/24/2021,60930.84,1795.5,15090.2
10/25/2021,63039.83,1806,15226.71
10/26/2021,60363.79,1792.7,15235.71
10/27/2021,58482.39,1797.9,15235.84
10/28/2021,60622.14,1801.6,15448.12
10/29/2021,62227.96,1783,15498.39
10/30/2021,61888.83,1783,15498.39
10/31/2021,61318.96,1783,15498.39
11/1/2021,61004.41,1795.1,15595.92
11/2/2021,63226.4,1788.7,15649.6
11/3/2021,62970.05,1763.6,15811.58
11/4/2021,61452.23,1793,15940.31
11/5/2021,61125.67,1816.4,15971.59
11/6/2021,61527.48,1816.4,15971.59
11/7/2021,63326.99,1816.4,15971.59
11/8/2021,67566.83,1827.4,15982.36
11/9/2021,66971.83,1830.2,15886.54
11/10/2021,64995.23,1847.6,15622.71
11/11/2021,64949.96,1863.2,15704.28
11/12/2021,64155.94,1867.9,15860.96
11/13/2021,64469.53,1867.9,15860.96
11/14/2021,65466.84,1867.9,15860.96
11/15/2021,63557.87,1866.1,15853.85
11/16/2021,60161.25,1853.6,15973.86
11/17/2021,60368.01,1869.7,15921.57
11/18/2021,56942.14,1861,15993.71
11/19/2021,58119.58,1851.2,16057.44
11/20/2021,59697.2,1851.2,16057.44
11/21/2021,58730.48,1851.2,16057.44
11/22/2021,56289.29,1806,15854.76
11/23/2021,57569.07,1783.5,15775.14
11/24/2021,56280.43,1784.1,15845.23
11/25/2021,57274.68,1784.1,15845.23
11/26/2021,53569.76,1785.3,15491.66
11/27/2021,54815.08,1785.3,15491.66
11/28/2021,57248.46,1785.3,15491.66
11/29/2021,57806.57,1782.3,15782.83
11/30/2021,57005.43,1773.6,15537.69
12/1/2021,57229.83,1781.6,15254.05
12/2/2021,56477.82,1760.7,15381.32
12/3/2021,53598.25,1782,15085.47
12/4/2021,49200.7,1782,15085.47
12/5/2021,49368.85,1782,15085.47
12/6/2021,50582.63,1777.5,15225.15
12/7/2021,50700.08,1782.6,15686.92
12/8/2021,50504.8,1783.4,15786.99
12/9/2021,47672.12,1774.6,15517.37
12/10/2021,47243.31,1782.9,15630.6
12/11/2021,49362.51,1782.9,15630.6
12/12/2021,50098.34,1782.9,15630.6
12/13/2021,46737.48,1786.3,15413.28
12/14/2021,46612.63,1770.4,15237.64
12/15/2021,48896.72,1762.6,15565.58
12/16/2021,47665.43,1796.6,15180.43
12/17/2021,46202.14,1803.8,15169.68
12/18/2021,46848.78,1803.8,15169.68
12/19/2021,46707.01,1803.8,15169.68
12/20/2021,46880.28,1793.7,14980.94
12/21/2021,48936.61,1787.9,15341.09
12/22/2021,48628.51,1801.6,15521.89
12/23/2021,50784.54,1811.2,15653.37
12/24/2021,50822.2,1811.2,15653.37
12/25/2021,50429.86,1811.2,15653.37
12/26/2021,50809.52,1811.2,15653.37
12/27/2021,50640.42,1808.1,15871.26
12/28/2021,47588.85,1810.2,15781.72
12/29/2021,46444.71,1805.1,15766.22
12/30/2021,47178.13,1812.7,15741.56
12/31/2021,46306.45,1827.5,15644.97
1/1/2022,47686.81,1827.5,15644.97
1/2/2022,47345.22,1827.5,15644.97
1/3/2022,46458.12,1799.4,15832.8
1/4/2022,45897.58,1814,15622.72
1/5/2022,43569,1824.6,15100.17
1/6/2022,43160.93,1788.7,15080.86
1/7/2022,41557.9,1797,14935.9
1/8/2022,41733.94,1797,14935.9
1/9/2022,41911.6,1797,14935.9
1/10/2022,41821.26,1798.4,14942.83
1/11/2022,42735.85,1818.6,15153.45
1/12/2022,43949.1,1827.2,15188.39
1/13/2022,42591.57,1821.2,14806.81
1/14/2022,43099.7,1816.5,14893.75
1/15/2022,43177.4,1816.5,14893.75
1/16/2022,43113.88,1816.5,14893.75
1/17/2022,42250.55,1816.5,14893.75
1/18/2022,42375.63,1812.3,14506.9
1/19/2022,41744.33,1843.1,14340.26
1/20/2022,40680.42,1842.5,14154.02
1/21/2022,36457.32,1831.8,13768.92
1/22/2022,35030.25,1831.8,13768.92
1/23/2022,36276.8,1831.8,13768.92
1/24/2022,36654.33,1841.7,13855.13
1/25/2022,36954,1852.7,13539.29
1/26/2022,36852.12,1829.9,13542.12
1/27/2022,37138.23,1793.3,13352.78
1/28/2022,37784.33,1784.9,13770.57
1/29/2022,38138.18,1784.9,13770.57
1/30/2022,37917.6,1784.9,13770.57
1/31/2022,38483.13,1795,14239.88
2/1/2022,38743.27,1800.3,14346
2/2/2022,36952.98,1809.2,14417.55
2/3/2022,37154.6,1803,13878.82
2/4/2022,41500.88,1806.6,14098.01
2/5/2022,41441.16,1806.6,14098.01
2/6/2022,42412.43,1806.6,14098.01
2/7/2022,43840.29,1820.6,14015.67
2/8/2022,44118.45,1826.6,14194.45
2/9/2022,44338.8,1835.2,14490.37
2/10/2022,43565.11,1836.2,14185.64
2/11/2022,42407.94,1840.8,13791.15
2/12/2022,42244.47,1840.8,13791.15
2/13/2022,42197.52,1840.8,13791.15
2/14/2022,42586.92,1868,13790.92
2/15/2022,44575.2,1854.8,14139.76
2/16/2022,43961.86,1870.2,14124.09
2/17/2022,40538.01,1900.7,13716.72
2/18/2022,40030.98,1898.6,13548.07
2/19/2022,40122.15,1898.6,13548.07
2/20/2022,38431.38,1898.6,13548.07
2/21/2022,37075.28,1898.6,13548.07
2/22/2022,38286.03,1906.1,13381.52
2/23/2022,37296.57,1909.2,13037.49
2/24/2022,38332.61,1925.1,13473.59
2/25/2022,39214.22,1886.5,13694.62
2/26/2022,39105.15,1886.5,13694.62
2/27/2022,37709.78,1886.5,13694.62
2/28/2022,43193.23,1899.4,13751.4
3/1/2022,44354.64,1942.4,13532.46
3/2/2022,43924.12,1920.9,13752.02
3/3/2022,42451.79,1934.4,13537.94
3/4/2022,39137.6,1965.1,13313.44
3/5/2022,39400.58,1965.1,13313.44
3/6/2022,38419.98,1965.1,13313.44
3/7/2022,38062.04,1993.9,12830.96
3/8/2022,38737.27,2040.1,12795.55
3/9/2022,41982.93,1985.9,13255.55
3/10/2022,39437.46,1998.1,13129.96
3/11/2022,38794.97,1982.7,12843.81
3/12/2022,38904.01,1982.7,12843.81
3/13/2022,37849.66,1982.7,12843.81
3/14/2022,39666.76,1959.6,12581.22
3/15/2022,39338.79,1928.5,12948.62
3/16/2022,41143.93,1908,13436.55
3/17/2022,40951.38,1942.1,13614.78
3/18/2022,41801.15,1928.2,13893.84
3/19/2022,42190.65,1928.2,13893.84
3/20/2022,41247.82,1928.2,13893.84
3/21/2022,41078,1928.6,13838.46
3/22/2022,42358.81,1920.7,14108.82
3/23/2022,42892.96,1936.6,13922.6
3/24/2022,43960.93,1961.6,14191.84
3/25/2022,44348.73,1953.8,14169.3
3/26/2022,44500.83,1953.8,14169.3
3/27/2022,46820.49,1953.8,14169.3
3/28/2022,47128.01,1939.6,14354.9
3/29/2022,47465.73,1912,14619.64
3/30/2022,47062.66,1933.5,14442.27
3/31/2022,45538.68,1949.2,14220.52
4/1/2022,46281.64,1919.1,14261.5
4/2/2022,45868.95,1919.1,14261.5
4/3/2022,46453.57,1919.1,14261.5
4/4/2022,46622.67,1929.2,14532.55
4/5/2022,45555.99,1922.9,14204.17
4/6/2022,43206.74,1918.4,13888.82
4/7/2022,43503.85,1933.8,13897.3
4/8/2022,42287.66,1941.6,13711
4/9/2022,42782.14,1941.6,13711
4/10/2022,42207.67,1941.6,13711
4/11/2022,39521.9,1944.3,13411.96
4/12/2022,40127.18,1972.1,13371.57
4/13/2022,41166.73,1981,13643.59
4/14/2022,39935.52,1970.9,13351.08
4/15/2022,40553.46,1970.9,13351.08
4/16/2022,40424.48,1970.9,13351.08
4/17/2022,39716.95,1970.9,13351.08
4/18/2022,40826.21,1982.9,13332.36
4/19/2022,41502.75,1955.7,13619.66
4/20/2022,41374.38,1952.3,13453.07
4/21/2022,40527.36,1944.9,13174.65
4/22/2022,39740.32,1931,12839.29
4/23/2022,39486.73,1931,12839.29
4/24/2022,39469.29,1931,12839.29
4/25/2022,40458.31,1893.2,13004.85
4/26/2022,38117.46,1901.4,12490.74
4/27/2022,39241.12,1885.9,12488.93
4/28/2022,39773.83,1888.7,12871.53
4/29/2022,38609.82,1909.3,12334.64
4/30/2022,37714.88,1909.3,12334.64
5/1/2022,38469.09,1909.3,12334.64
5/2/2022,38529.33,1861.8,12536.02
5/3/2022,37750.45,1868.8,12563.76
5/4/2022,39698.37,1867,12964.86
5/5/2022,36575.14,1874,12317.69
5/6/2022,36040.92,1881.2,12144.66
5/7/2022,35501.95,1881.2,12144.66
5/8/2022,34059.26,1881.2,12144.66
5/9/2022,30296.95,1857.1,11623.25
5/10/2022,31022.91,1839.9,11737.67
5/11/2022,28936.36,1852.6,11364.24
5/12/2022,29047.75,1823.8,11370.96
5/13/2022,29283.1,1807.4,11805
5/14/2022,30101.27,1807.4,11805
5/15/2022,31305.11,1807.4,11805
5/16/2022,29862.92,1813.5,11662.79
5/17/2022,30425.86,1818.2,11984.52
5/18/2022,28720.27,1815.9,11418.15
5/19/2022,30314.33,1841.2,11388.5
5/20/2022,29200.74,1841.8,11354.62
5/21/2022,29432.23,1841.8,11354.62
5/22/2022,30323.72,1841.8,11354.62
5/23/2022,29098.91,1847.8,11535.27
5/24/2022,29655.59,1865.1,11264.45
5/25/2022,29562.36,1846.2,11434.74
5/26/2022,29267.22,1847.4,11740.65
5/27/2022,28627.57,1851.3,12131.13
5/28/2022,29023.49,1851.3,12131.13
5/29/2022,29445.96,1851.3,12131.13
5/30/2022,31726.39,1851.3,12131.13
5/31/2022,31792.31,1842.7,12081.39
6/1/2022,29799.08,1843.3,11994.46
6/2/2022,30467.49,1866.5,12316.9
6/3/2022,29704.39,1845.4,12012.73
6/4/2022,29832.91,1845.4,12012.73
6/5/2022,29906.66,1845.4,12012.73
6/6/2022,31370.67,1839.2,12061.37
6/7/2022,31155.48,1847.5,12175.23
6/8/2022,30214.36,1851.9,12086.27
6/9/2022,30112,1848.8,11754.23
6/10/2022,29083.8,1871.5,11340.02
6/11/2022,28360.81,1871.5,11340.02
6/12/2022,26762.65,1871.5,11340.02
6/13/2022,22487.39,1828,10809.23
6/14/2022,22206.79,1809.5,10828.35
6/15/2022,22572.84,1815.3,11099.15
6/16/2022,20381.65,1845.7,10646.1
6/17/2022,20471.48,1835.6,10798.35
6/18/2022,19017.64,1835.6,10798.35
6/19/2022,20553.27,1835.6,10798.35
6/20/2022,20599.54,1835.6,10798.35
6/21/2022,20710.6,1834.6,11069.3
6/22/2022,19987.03,1834.3,11053.08
6/23/2022,21085.88,1825.7,11232.19
6/24/2022,21231.66,1826.5,11607.62
6/25/2022,21502.34,1826.5,11607.62
6/26/2022,21027.3,1826.5,11607.62
6/27/2022,20735.48,1820.9,11524.55
6/28/2022,20280.64,1817.5,11181.54
6/29/2022,20104.02,1813.7,11177.89
6/30/2022,19784.73,1804.1,11028.74
7/1/2022,19269.37,1798.9,11127.85
7/2/2022,19242.26,1798.9,11127.85
7/3/2022,19297.08,1798.9,11127.85
7/4/2022,20231.26,1798.9,11127.85
7/5/2022,20190.11,1761.8,11322.24
7/6/2022,20548.25,1734.9,11361.85
7/7/2022,21637.59,1737.9,11621.35
7/8/2022,21731.12,1740.6,11635.31
7/9/2022,21592.21,1740.6,11635.31
7/10/2022,20860.45,1740.6,11635.31
7/11/2022,19970.56,1730,11372.6
7/12/2022,19323.91,1723.3,11264.73
7/13/2022,20212.07,1734.2,11247.58
7/14/2022,20569.92,1704.5,11251.19
7/15/2022,20836.33,1702.4,11452.42
7/16/2022,21190.32,1702.4,11452.42
7/17/2022,20779.34,1702.4,11452.42
7/18/2022,22485.69,1709.2,11360.05
7/19/2022,23389.43,1710,11713.15
7/20/2022,23231.73,1699.5,11897.65
7/21/2022,23164.63,1712.7,12059.61
7/22/2022,22714.98,1727.1,11834.11
7/23/2022,22465.48,1727.1,11834.11
7/24/2022,22609.16,1727.1,11834.11
7/25/2022,21361.7,1719,11782.67
7/26/2022,21239.75,1717.7,11562.57
7/27/2022,22930.55,1719.1,12032.42
7/28/2022,23843.89,1750.3,12162.59
7/29/2022,23804.63,1762.9,12390.69
7/30/2022,23656.21,1762.9,12390.69
7/31/2022,23336.9,1762.9,12390.69
8/1/2022,23314.2,1769,12368.98
8/2/2022,22978.12,1771.1,12348.76
8/3/2022,22846.51,1758,12668.16
8/4/2022,22630.96,1788.5,12720.58
8/5/2022,23289.31,1772.9,12657.55
8/6/2022,22961.28,1772.9,12657.55
8/7/2022,23175.89,1772.9,12657.55
8/8/2022,23809.49,1786.8,12644.46
8/9/2022,23164.32,1794,12493.93
8/10/2022,23947.64,1795.6,12854.8
8/11/2022,23957.53,1789.7,12779.91
8/12/2022,24402.82,1798.6,13047.19
8/13/2022,24424.07,1798.6,13047.19
8/14/2022,24319.33,1798.6,13047.19
8/15/2022,24136.97,1781.4,13128.05
8/16/2022,23883.29,1773.2,13102.55
8/17/2022,23336,1760.3,12938.12
8/18/2022,23212.74,1755.3,12965.34
8/19/2022,20877.55,1747.6,12705.22
8/20/2022,21166.06,1747.6,12705.22
8/21/2022,21534.12,1747.6,12705.22
8/22/2022,21398.91,1734,12381.57
8/23/2022,21528.09,1746.8,12381.3
8/24/2022,21395.02,1747.8,12431.53
8/25/2022,21600.91,1757.7,12639.27
8/26/2022,20260.02,1736.1,12141.71
8/27/2022,20041.74,1736.1,12141.71
8/28/2022,19616.81,1736.1,12141.71
8/29/2022,20297.99,1736.6,12017.67
8/30/2022,19796.81,1723.2,11883.14
8/31/2022,20049.76,1712.8,11816.2
9/1/2022,20127.14,1696.6,11785.13
9/2/2022,19969.77,1709.8,11630.86
9/3/2022,19832.09,1709.8,11630.86
9/4/2022,19986.71,1709.8,11630.86
9/5/2022,19812.37,1709.8,11630.86
9/6/2022,18837.67,1700.4,11544.91
9/7/2022,19290.32,1715.3,11791.9
9/8/2022,19329.83,1708,11862.13
9/9/2022,21381.15,1716.2,12112.31
9/10/2022,21680.54,1716.2,12112.31
9/11/2022,21769.26,1716.2,12112.31
9/12/2022,22370.45,1728.1,12266.41
9/13/2022,20296.71,1705,11633.57
9/14/2022,20241.09,1696.5,11719.68
9/15/2022,19701.21,1665.4,11552.36
9/16/2022,19772.58,1671.7,11448.4
9/17/2022,20127.58,1671.7,11448.4
9/18/2022,19419.51,1671.7,11448.4
9/19/2022,19544.13,1666.2,11535.02
9/20/2022,18890.79,1659.7,11425.05
9/21/2022,18547.4,1664.6,11220.19
9/22/2022,19413.55,1670.8,11066.81
9/23/2022,19297.64,1645.3,10867.93
9/24/2022,18937.01,1645.3,10867.93
9/25/2022,18802.1,1645.3,10867.93
9/26/2022,19222.67,1623.3,10802.92
9/27/2022,19110.55,1626.7,10829.5
9/28/2022,19426.72,1660.4,11051.64
9/29/2022,19573.05,1658.5,10737.51
9/30/2022,19431.79,1662.4,10575.62
10/1/2022,19312.09,1662.4,10575.62
10/2/2022,19044.11,1662.4,10575.62
10/3/2022,19623.58,1692.9,10815.43
10/4/2022,20336.84,1721.1,11176.41
10/5/2022,20160.72,1711.4,11148.64
10/6/2022,19955.44,1711.7,11073.31
10/7/2022,19546.85,1700.5,10652.4
10/8/2022,19416.57,1700.5,10652.4
10/9/2022,19446.43,1700.5,10652.4
10/10/2022,19141.48,1667.3,10542.1
10/11/2022,19051.42,1678.7,10426.19
10/12/2022,19157.45,1670.3,10417.1
10/13/2022,19382.9,1670,10649.15
10/14/2022,19185.66,1641.7,10321.39
10/15/2022,19067.64,1641.7,10321.39
10/16/2022,19268.09,1641.7,10321.39
10/17/2022,19550.76,1657,10675.8
10/18/2022,19334.42,1649,10772.4
10/19/2022,19139.53,1627.5,10680.51
10/20/2022,19053.74,1630.8,10614.84
10/21/2022,19172.47,1651,10859.72
10/22/2022,19208.19,1651,10859.72
10/23/2022,19567.01,1651,10859.72
10/24/2022,19345.57,1648.7,10952.61
10/25/2022,20095.86,1652.8,11199.12
10/26/2022,20770.44,1664,10970.99
10/27/2022,20285.84,1660.7,10792.67
10/28/2022,20595.35,1639.6,11102.45
10/29/2022,20818.48,1639.6,11102.45
10/30/2022,20635.6,1639.6,11102.45
10/31/2022,20495.77,1635.9,10988.15
11/1/2022,20485.27,1645,10890.85
11/2/2022,20159.5,1645.7,10524.8
11/3/2022,20209.99,1627.3,10342.94
11/4/2022,21147.23,1672.5,10475.25
11/5/2022,21282.69,1672.5,10475.25
11/6/2022,20926.49,1672.5,10475.25
11/7/2022,20602.82,1676.5,10564.52
11/8/2022,18541.27,1712.1,10616.2
11/9/2022,15880.78,1710.1,10353.17
11/10/2022,17586.77,1750.3,11114.15
11/11/2022,17034.29,1766,11323.33
11/12/2022,16799.18,1766,11323.33
11/13/2022,16353.37,1766,11323.33
11/14/2022,16618.2,1773.6,11196.22
11/15/2022,16884.61,1773.8,11358.41
11/16/2022,16669.44,1773,11183.66
11/17/2022,16687.52,1760.8,11144.96
11/18/2022,16697.78,1751.9,11146.06
11/19/2022,16711.55,1751.9,11146.06
11/20/2022,16291.83,1751.9,11146.06
11/21/2022,15787.28,1737.4,11024.51
11/22/2022,16189.77,1738.3,11174.41
11/23/2022,16610.71,1744.9,11285.32
11/24/2022,16604.47,1744.9,11285.32
11/25/2022,16521.84,1753.3,11226.36
11/26/2022,16464.28,1753.3,11226.36
11/27/2022,16444.63,1753.3,11226.36
11/28/2022,16217.32,1740.1,11049.5
11/29/2022,16444.98,1748.4,10983.78
11/30/2022,17168.57,1746,11468
12/1/2022,16967.13,1801.1,11482.45
12/2/2022,17088.66,1795.9,11461.5
12/3/2022,16908.24,1795.9,11461.5
12/4/2022,17130.49,1795.9,11461.5
12/5/2022,16974.83,1767.4,11239.94
12/6/2022,17089.5,1769.3,11014.89
12/7/2022,16848.13,1785.5,10958.55
12/8/2022,17233.47,1788.7,11082
12/9/2022,17133.15,1798.1,11004.62
12/10/2022,17128.72,1798.1,11004.62
12/11/2022,17104.19,1798.1,11004.62
12/12/2022,17206.44,1780.5,11143.74
12/13/2022,17781.32,1813.9,11256.81
12/14/2022,17652.1,1807.5,11170.89
12/15/2022,17364.86,1777.2,10810.53
12/16/2022,16647.48,1790,10705.41
12/17/2022,16795.09,1790,10705.41
12/18/2022,16757.98,1790,10705.41
12/19/2022,16439.68,1787.7,10546.03
12/20/2022,16906.31,1815.9,10547.11
12/21/2022,16817.53,1815.9,10709.37
12/22/2022,16830.34,1787,10476.12
12/23/2022,16796.95,1795.9,10497.86
12/24/2022,16847.76,1795.9,10497.86
12/25/2022,16841.99,1795.9,10497.86
12/26/2022,16919.81,1795.9,10497.86
12/27/2022,16717.17,1814.8,10353.23
12/28/2022,16552.57,1807.9,10213.29
12/29/2022,16642.34,1819.5,10478.09
12/30/2022,16602.59,1819.7,10466.48
12/31/2022,16547.5,1819.7,10466.48
1/1/2023,16625.08,1819.7,10466.48
1/2/2023,16688.47,1819.7,10466.48
1/3/2023,16679.86,1839.7,10386.98
1/4/2023,16863.24,1852.8,10458.76
1/5/2023,16836.74,1834.8,10305.24
1/6/2023,16951.97,1864.2,10569.29
1/7/2023,16955.08,1864.2,10569.29
1/8/2023,17091.14,1864.2,10569.29
1/9/2023,17196.55,1872.7,10635.65
1/10/2023,17446.29,1871.6,10742.63
1/11/2023,17943.9,1874.6,10931.67
1/12/2023,18869.59,1895.5,11001.1
1/13/2023,19909.57,1918.4,11079.16
1/14/2023,20976.3,1918.4,11079.16
1/15/2023,20880.8,1918.4,11079.16
1/16/2023,21169.63,1918.4,11079.16
1/17/2023,21161.52,1907.2,11095.11
1/18/2023,20688.78,1904.4,10957.01
1/19/2023,21086.79,1922.1,10852.27
1/20/2023,22676.55,1926.4,11140.43
1/21/2023,22777.63,1926.4,11140.43
1/22/2023,22720.42,1926.4,11140.43
1/23/2023,22934.43,1927.1,11364.41
1/24/2023,22636.47,1933.9,11334.27
1/25/2023,23117.86,1941.2,11313.36
1/26/2023,23032.78,1929.1,11512.41
1/27/2023,23078.73,1928.6,11621.71
1/28/2023,23031.09,1928.6,11621.71
1/29/2023,23774.57,1928.6,11621.71
1/30/2023,22840.14,1922.9,11393.81
1/31/2023,23139.28,1929.5,11584.55
2/1/2023,23723.77,1927.8,11816.32
2/2/2023,23471.87,1916.3,12200.82
2/3/2023,23449.32,1862.9,12006.95
2/4/2023,23331.85,1862.9,12006.95
2/5/2023,22955.67,1862.9,12006.95
2/6/2023,22760.11,1866.2,11887.45
2/7/2023,23264.29,1871.7,12113.79
2/8/2023,22939.4,1877.4,11910.52
2/9/2023,21819.04,1866.2,11789.58
2/10/2023,21651.18,1862.8,11718.12
2/11/2023,21870.87,1862.8,11718.12
2/12/2023,21788.2,1862.8,11718.12
2/13/2023,21808.1,1851.9,11891.79
2/14/2023,22220.8,1854,11960.15
2/15/2023,24307.84,1834.2,12070.59
2/16/2023,23623.47,1842,11855.83
2/17/2023,24565.6,1840.4,11787.27
2/18/2023,24641.28,1840.4,11787.27
2/19/2023,24327.64,1840.4,11787.27
2/20/2023,24829.15,1840.4,11787.27
2/21/2023,24436.35,1833,11492.3
2/22/2023,24188.84,1832,11507.07
2/23/2023,23947.49,1818,11590.4
2/24/2023,23198.13,1808.8,11394.94
2/25/2023,23175.38,1808.8,11394.94
2/26/2023,23561.21,1808.8,11394.94
2/27/2023,23522.87,1817,11466.98
2/28/2023,23147.35,1828.9,11455.54
3/1/2023,23646.55,1837.7,11379.48
3/2/2023,23475.47,1833.5,11462.98
3/3/2023,22362.68,1847.7,11689.01
3/4/2023,22353.35,1847.7,11689.01
3/5/2023,22435.51,1847.7,11689.01
3/6/2023,22429.76,1847.9,11675.74
3/7/2023,22219.77,1813.9,11530.33
3/8/2023,21718.08,1812.7,11576
3/9/2023,20363.02,1829.3,11338.35
3/10/2023,20187.24,1862,11138.89
3/11/2023,20632.41,1862,11138.89
3/12/2023,22163.95,1862,11138.89
3/13/2023,24197.53,1911.7,11188.84
3/14/2023,24746.07,1906.2,11428.15
3/15/2023,24375.96,1926.6,11434.05
3/16/2023,25052.79,1919,11717.28
3/17/2023,27423.93,1969.8,11630.51
3/18/2023,26965.88,1969.8,11630.51
3/19/2023,28038.67,1969.8,11630.51
3/20/2023,27767.24,1979.2,11675.54
3/21/2023,28175.82,1938,11860.11
3/22/2023,27307.44,1946.8,11669.96
3/23/2023,28333.97,1993.8,11787.4
3/24/2023,27493.29,1982.1,11823.96
3/25/2023,27494.71,1982.1,11823.96
3/26/2023,27994.33,1982.1,11823.96
3/27/2023,27139.89,1952.4,11768.84
3/28/2023,27268.13,1972.4,11716.08
3/29/2023,28348.44,1966.1,11926.24
3/30/2023,28033.56,1980.3,12013.47
3/31/2023,28478.48,1969,12221.91
4/1/2023,28411.03,1969,12221.91
4/2/2023,28199.31,1969,12221.91
4/3/2023,27790.22,1983.9,12189.45
4/4/2023,28168.09,2022.2,12126.33
4/5/2023,28177.98,2020.9,11996.86
4/6/2023,28044.14,2011.9,12087.96
4/7/2023,27925.86,2011.9,12087.96
4/8/2023,27947.79,2011.9,12087.96
4/9/2023,28333.05,2011.9,12087.96
4/10/2023,29652.98,1989.1,12084.36
4/11/2023,30235.06,2004.8,12031.88
4/12/2023,30139.05,2010.9,11929.34
4/13/2023,30399.07,2041.3,12166.27
4/14/2023,30485.7,2002.2,12123.47
4/15/2023,30318.5,2002.2,12123.47
4/16/2023,30315.36,2002.2,12123.47
4/17/2023,29445.04,1994.2,12157.72
4/18/2023,30397.55,2007.4,12153.41
4/19/2023,28822.68,1995.2,12157.23
4/20/2023,28245.99,2007.6,12059.56
4/21/2023,27276.91,1979.5,12072.46
4/22/2023,27817.5,1979.5,12072.46
4/23/2023,27591.38,1979.5,12072.46
4/24/2023,27525.34,1989.1,12037.2
4/25/2023,28307.6,1994,11799.16
4/26/2023,28422.7,1985.7,11854.35
4/27/2023,29473.79,1989.9,12142.24
4/28/2023,29340.26,1990.1,12226.58
4/29/2023,29248.49,1990.1,12226.58
4/30/2023,29268.81,1990.1,12226.58
5/1/2023,28091.57,1983.4,12212.6
5/2/2023,28680.54,2014.3,12080.51
5/3/2023,29006.31,2028.6,12025.33
