Date,Bitcoin,Gold,NASDAQ,Treasury Yield 10Years,Silver,Crude Oil,BNP500
9/20/2010,6.12748E-08,0.23,0.017341529,0.590896921,0.245385451,0.697266472,0.03
9/21/2010,5.49683E-08,0.22,0.016876794,0.560910308,0.241042345,0.688960516,0.02
9/22/2010,7.80024E-08,0.24,0.015815357,0.548594378,0.252442997,0.696336701,0.02
9/23/2010,6.27561E-08,0.24,0.015279623,0.550468541,0.256514658,0.699249985,0.02
9/24/2010,6.53802E-08,0.25,0.019162453,0.565729585,0.261672096,0.707369987,0.03
9/25/2010,6.33403E-08,0.25,0.019162453,0.565729585,0.261672096,0.707369987,0.03
9/26/2010,6.39172E-08,0.25,0.019162453,0.565729585,0.261672096,0.707369987,0.03
9/27/2010,6.7352E-08,0.25,0.01834128,0.540294511,0.263843648,0.707555941,0.03
9/28/2010,7.12964E-08,0.26,0.01904556,0.523962517,0.270086862,0.70544846,0.03
9/29/2010,5.78238E-08,0.26,0.018828251,0.537349398,0.27660152,0.715861898,0.03
9/30/2010,8.08609E-08,0.26,0.01825881,0.540294511,0.273072747,0.728940681,0.03
10/1/2010,5.95023E-08,0.27,0.018411562,0.54270415,0.279587405,0.738920226,0.03
10/2/2010,5.40396E-08,0.27,0.018411562,0.54270415,0.279587405,0.738920226,0.03
10/3/2010,5.97279E-08,0.27,0.018411562,0.54270415,0.279587405,0.738920226,0.03
10/4/2010,6.69912E-08,0.26,0.016530389,0.530120482,0.278773073,0.738238393,0.02
10/5/2010,6.61917E-08,0.29,0.020497141,0.528781794,0.297774159,0.746606335,0.03
10/6/2010,9.21558E-08,0.30,0.019122286,0.508701473,0.306188925,0.74914771,0.03
10/7/2010,1.32443E-07,0.28,0.019338159,0.50789826,0.293973941,0.739478088,0.03
10/8/2010,3.52659E-07,0.29,0.020646304,0.503882195,0.308089034,0.745614579,0.03
10/9/2010,6.27755E-07,0.29,0.020646304,0.503882195,0.308089034,0.745614579,0.03
10/10/2010,8.46258E-07,0.29,0.020646304,0.503882195,0.308089034,0.745614579,0.03
10/11/2010,9.06781E-07,0.30,0.020676437,0.503882195,0.314603692,0.742825265,0.03
10/12/2010,9.25798E-07,0.29,0.021794517,0.514859438,0.30917481,0.739478088,0.03
10/13/2010,7.08866E-07,0.32,0.023466278,0.517269076,0.330347448,0.747784045,0.03
10/14/2010,6.5523E-07,0.33,0.023046718,0.534404284,0.344191097,0.745800533,0.03
10/15/2010,7.39381E-07,0.32,0.025441408,0.556091031,0.340119435,0.736874729,0.03
10/16/2010,6.68639E-07,0.32,0.025441408,0.556091031,0.340119435,0.736874729,0.03
10/17/2010,7.26305E-07,0.32,0.025441408,0.556091031,0.340119435,0.736874729,0.03
10/18/2010,6.66176E-07,0.32,0.026294133,0.533333333,0.343648208,0.748217938,0.04
10/19/2010,6.29662E-07,0.28,0.023159321,0.529049531,0.326275787,0.725965413,0.03
10/20/2010,6.35359E-07,0.29,0.024625243,0.527710843,0.328718784,0.740097936,0.03
10/21/2010,6.7365E-07,0.27,0.024788763,0.544042838,0.308903366,0.732597781,0.04
10/22/2010,7.88517E-07,0.27,0.026203049,0.552610442,0.30917481,0.739602058,0.04
10/23/2010,7.89739E-07,0.27,0.026203049,0.552610442,0.30917481,0.739602058,0.04
10/24/2010,1.04671E-06,0.27,0.026203049,0.552610442,0.30917481,0.739602058,0.04
10/25/2010,1.43301E-06,0.29,0.027024957,0.550200803,0.320304017,0.744746792,0.04
10/26/2010,1.45187E-06,0.29,0.02748682,0.572155288,0.327904452,0.744932747,0.04
10/27/2010,1.96599E-06,0.27,0.027914977,0.592503347,0.3165038,0.741151677,0.04
10/28/2010,1.74219E-06,0.29,0.028209748,0.578848728,0.329261672,0.742639311,0.04
10/29/2010,1.97727E-06,0.31,0.028212602,0.565729585,0.347991314,0.737990454,0.04
10/30/2010,2.03018E-06,0.31,0.028212602,0.565729585,0.347991314,0.737990454,0.04
10/31/2010,2.00356E-06,0.31,0.028212602,0.565729585,0.347991314,0.737990454,0.04
11/1/2010,2.07045E-06,0.30,0.028028298,0.570013387,0.34771987,0.747412137,0.04
11/2/2010,2.03466E-06,0.31,0.030085179,0.560910308,0.355320304,0.753300688,0.04
11/3/2010,2.08605E-06,0.29,0.030569278,0.567603748,0.344462541,0.758197483,0.04
11/4/2010,2.73691E-06,0.33,0.033227887,0.53145917,0.388165038,0.769354739,0.05
11/5/2010,2.82231E-06,0.35,0.033345497,0.545381526,0.407166124,0.77158619,0.05
11/6/2010,4.01746E-06,0.35,0.033345497,0.545381526,0.407166124,0.77158619,0.05
11/7/2010,4.1973E-06,0.35,0.033345497,0.545381526,0.407166124,0.77158619,0.05
11/8/2010,5.67427E-06,0.35,0.033422241,0.552610442,0.425895765,0.77288787,0.05
11/9/2010,2.47871E-06,0.36,0.032198002,0.578313253,0.465798046,0.770780388,0.04
11/10/2010,3.81543E-06,0.35,0.033331157,0.575368139,0.410423453,0.777536726,0.05
11/11/2010,2.61309E-06,0.35,0.031662985,0.575368139,0.425081433,0.777536726,0.04
11/12/2010,2.9908E-06,0.31,0.028987165,0.604283802,0.385450597,0.759375194,0.04
11/13/2010,3.17328E-06,0.31,0.028987165,0.604283802,0.385450597,0.759375194,0.04
11/14/2010,3.53571E-06,0.31,0.028987165,0.604283802,0.385450597,0.759375194,0.04
11/15/2010,3.42992E-06,0.32,0.028672328,0.645783133,0.389522258,0.759251224,0.04
11/16/2010,2.54168E-06,0.29,0.025518151,0.628647925,0.366178067,0.743631067,0.03
11/17/2010,3.17212E-06,0.29,0.025960649,0.633199465,0.373778502,0.731853964,0.04
11/18/2010,3.29144E-06,0.30,0.028713913,0.643373494,0.409609121,0.740593814,0.04
11/19/2010,3.40566E-06,0.30,0.028980721,0.636144578,0.419109663,0.738486332,0.04
11/20/2010,3.32111E-06,0.30,0.028980721,0.636144578,0.419109663,0.738486332,0.04
11/21/2010,3.36364E-06,0.30,0.028980721,0.636144578,0.419109663,0.738486332,0.04
11/22/2010,3.42688E-06,0.31,0.029977601,0.619544846,0.426710098,0.739911982,0.04
11/23/2010,3.31491E-06,0.33,0.027318992,0.605890228,0.429695983,0.736874729,0.04
11/24/2010,3.41026E-06,0.32,0.030773683,0.646586345,0.428338762,0.753052749,0.04
11/25/2010,3.30929E-06,0.32,0.030773683,0.646586345,0.428338762,0.753052749,0.04
11/26/2010,3.35122E-06,0.31,0.030159769,0.633199465,0.406080347,0.752432902,0.04
11/27/2010,3.35642E-06,0.31,0.030159769,0.633199465,0.406080347,0.752432902,0.04
11/28/2010,3.16261E-06,0.31,0.030159769,0.633199465,0.406080347,0.752432902,0.04
11/29/2010,2.99319E-06,0.31,0.029489912,0.621954485,0.418295331,0.764643898,0.04
11/30/2010,2.35722E-06,0.33,0.027554231,0.615261044,0.446525516,0.754602368,0.04
12/1/2010,2.83967E-06,0.34,0.031226213,0.659973226,0.451954397,0.770966342,0.04
12/2/2010,2.72263E-06,0.34,0.033372041,0.66961178,0.456026059,0.778714436,0.05
12/3/2010,2.86931E-06,0.35,0.034240542,0.67416332,0.475027144,0.786090622,0.05
12/4/2010,2.7399E-06,0.35,0.034240542,0.67416332,0.475027144,0.786090622,0.05
12/5/2010,2.28722E-06,0.35,0.034240542,0.67416332,0.475027144,0.786090622,0.05
12/6/2010,2.5279E-06,0.36,0.034488685,0.653815261,0.487785016,0.787268332,0.05
12/7/2010,2.58499E-06,0.36,0.034744725,0.713788487,0.488870793,0.782991384,0.05
12/8/2010,2.67263E-06,0.33,0.035509956,0.732797858,0.447339848,0.780450009,0.05
12/9/2010,2.32119E-06,0.34,0.036048562,0.729317269,0.462812161,0.781007872,0.05
12/10/2010,2.3128E-06,0.33,0.037545335,0.748862115,0.457111835,0.777412756,0.05
12/11/2010,2.35447E-06,0.33,0.037545335,0.748862115,0.457111835,0.777412756,0.05
12/12/2010,2.47589E-06,0.33,0.037545335,0.748862115,0.457111835,0.777412756,0.05
12/13/2010,2.56798E-06,0.35,0.036639521,0.745381526,0.484799131,0.782495506,0.05
12/14/2010,2.73047E-06,0.35,0.036841054,0.791432396,0.489142237,0.780450009,0.05
12/15/2010,2.67363E-06,0.33,0.036088011,0.808835341,0.4747557,0.782557491,0.05
12/16/2010,2.86528E-06,0.32,0.037528841,0.797322624,0.461997828,0.776854894,0.05
12/17/2010,2.79916E-06,0.33,0.037934761,0.757965194,0.471498371,0.778838406,0.05
12/18/2010,2.76764E-06,0.33,0.037934761,0.757965194,0.471498371,0.778838406,0.05
12/19/2010,2.77982E-06,0.33,0.037934761,0.757965194,0.471498371,0.778838406,0.05
12/20/2010,3.09057E-06,0.33,0.038407392,0.763052209,0.477741585,0.783735201,0.05
12/21/2010,3.12228E-06,0.34,0.039701914,0.756894244,0.478827362,0.789995661,0.06
12/22/2010,3.13718E-06,0.34,0.039979455,0.762248996,0.478555917,0.794086655,0.06
12/23/2010,2.90986E-06,0.33,0.039557759,0.774832664,0.476927253,0.800471084,0.06
12/24/2010,2.84674E-06,0.33,0.039557759,0.774832664,0.476927253,0.800471084,0.06
12/25/2010,2.86508E-06,0.33,0.039557759,0.774832664,0.476927253,0.800471084,0.06
12/26/2010,3.02259E-06,0.33,0.039557759,0.774832664,0.476927253,0.800471084,0.06
12/27/2010,3.15143E-06,0.33,0.039677523,0.763587684,0.475027144,0.797309862,0.06
12/28/2010,3.22109E-06,0.35,0.039362669,0.798393574,0.503800217,0.800347115,0.06
12/29/2010,3.53223E-06,0.36,0.039653133,0.760910308,0.514115092,0.798053679,0.06
12/30/2010,3.60529E-06,0.35,0.039369848,0.768406961,0.508957655,0.790119631,0.06
12/31/2010,3.60529E-06,0.37,0.038644784,0.751271754,0.520358306,0.799665282,0.06
1/1/2011,3.60529E-06,0.37,0.038644784,0.751271754,0.520358306,0.799665282,0.06
1/2/2011,3.60529E-06,0.37,0.038644784,0.751271754,0.520358306,0.799665282,0.06
1/3/2011,3.56603E-06,0.37,0.041416696,0.761178046,0.525515744,0.800719023,0.06
1/4/2011,3.59699E-06,0.33,0.040680146,0.762248996,0.481813246,0.787268332,0.06
1/5/2011,3.59422E-06,0.32,0.042182644,0.79892905,0.473127036,0.792970929,0.06
1/6/2011,3.59482E-06,0.32,0.042734155,0.781793842,0.471498371,0.781069857,0.06
1/7/2011,3.83917E-06,0.32,0.042252209,0.757429719,0.459283388,0.778900391,0.06
1/8/2011,3.92399E-06,0.32,0.042252209,0.757429719,0.459283388,0.778900391,0.06
1/9/2011,3.92587E-06,0.32,0.042252209,0.757429719,0.459283388,0.778900391,0.06
1/10/2011,3.95599E-06,0.32,0.042584275,0.751004016,0.464440825,0.78646253,0.06
1/11/2011,4.02439E-06,0.33,0.043231895,0.760910308,0.481813246,0.797991694,0.06
1/12/2011,4.04797E-06,0.33,0.044702123,0.764658635,0.482899023,0.80264055,0.06
1/13/2011,4.07683E-06,0.34,0.044555815,0.750200803,0.475298588,0.799789252,0.06
1/14/2011,5.33417E-06,0.31,0.045990902,0.758768407,0.449782845,0.800657038,0.07
1/15/2011,5.06913E-06,0.31,0.045990902,0.758768407,0.449782845,0.800657038,0.07
1/16/2011,4.95171E-06,0.31,0.045990902,0.758768407,0.449782845,0.800657038,0.07
1/17/2011,4.81327E-06,0.31,0.045990902,0.758768407,0.449782845,0.800657038,0.07
1/18/2011,3.88037E-06,0.32,0.046747535,0.767068273,0.465798046,0.799665282,0.07
1/19/2011,3.99319E-06,0.32,0.043843655,0.759839357,0.462812161,0.796442075,0.06
1/20/2011,4.48085E-06,0.30,0.042332542,0.792503347,0.426710098,0.784045125,0.06
1/21/2011,4.90152E-06,0.29,0.041274695,0.780990629,0.425624321,0.785594744,0.06
1/22/2011,5.73057E-06,0.29,0.041274695,0.780990629,0.425624321,0.785594744,0.06
1/23/2011,5.5438E-06,0.29,0.041274695,0.780990629,0.425624321,0.785594744,0.06
1/24/2011,5.4295E-06,0.29,0.04328353,0.778848728,0.422909881,0.777908634,0.06
1/25/2011,5.46278E-06,0.28,0.043405448,0.75502008,0.409066232,0.767495196,0.07
1/26/2011,5.36375E-06,0.28,0.044857747,0.784203481,0.417752443,0.774561458,0.07
1/27/2011,5.39398E-06,0.27,0.045989466,0.772690763,0.41558089,0.764086035,0.07
1/28/2011,5.76387E-06,0.29,0.04108463,0.757697456,0.43946797,0.787020393,0.06
1/29/2011,5.81019E-06,0.29,0.04108463,0.757697456,0.43946797,0.787020393,0.06
1/30/2011,6.15163E-06,0.29,0.04108463,0.757697456,0.43946797,0.787020393,0.06
1/31/2011,6.82583E-06,0.28,0.04203061,0.7708166,0.445982628,0.804686047,0.06
2/1/2011,9.41601E-06,0.29,0.045696131,0.788219545,0.45548317,0.795884212,0.07
2/2/2011,1.09767E-05,0.28,0.045579239,0.800535475,0.449511401,0.796442075,0.07
2/3/2011,9.91355E-06,0.30,0.04588905,0.814457831,0.461183496,0.794458563,0.07
2/4/2011,1.11367E-05,0.30,0.04699496,0.844176707,0.470141151,0.785098866,0.07
2/5/2011,1.27325E-05,0.30,0.04699496,0.844176707,0.470141151,0.785098866,0.07
2/6/2011,1.26471E-05,0.30,0.04699496,0.844176707,0.470141151,0.785098866,0.07
2/7/2011,1.25594E-05,0.30,0.0480485,0.842034806,0.478013029,0.775491229,0.07
2/8/2011,1.27242E-05,0.31,0.048985148,0.863721553,0.502985885,0.772144053,0.07
2/9/2011,1.40092E-05,0.31,0.048412836,0.841499331,0.502985885,0.770718403,0.07
2/10/2011,1.36708E-05,0.31,0.048511799,0.859170013,0.498099891,0.770842373,0.07
2/11/2011,1.50823E-05,0.31,0.049873732,0.842570281,0.495385451,0.763714126,0.08
2/12/2011,1.44184E-05,0.31,0.049873732,0.842570281,0.495385451,0.763714126,0.08
2/13/2011,1.47641E-05,0.31,0.049873732,0.842570281,0.495385451,0.763714126,0.08
2/14/2011,1.5148E-05,0.31,0.050428832,0.834002677,0.510043431,0.7589413,0.08
2/15/2011,1.50102E-05,0.32,0.049508696,0.834538153,0.514386536,0.755904048,0.07
2/16/2011,1.49021E-05,0.32,0.051029842,0.835876841,0.512757872,0.760057026,0.08
2/17/2011,1.4689E-05,0.33,0.051461589,0.823293173,0.538273616,0.768548937,0.08
2/18/2011,1.26749E-05,0.34,0.051631552,0.827309237,0.558089034,0.767557181,0.08
2/19/2011,1.38517E-05,0.34,0.051631552,0.827309237,0.558089034,0.767557181,0.08
2/20/2011,1.21007E-05,0.34,0.051631552,0.827309237,0.558089034,0.767557181,0.08
2/21/2011,1.26882E-05,0.34,0.051631552,0.827309237,0.558089034,0.767557181,0.08
2/22/2011,1.2139E-05,0.35,0.046071217,0.793038822,0.573289902,0.813239943,0.07
2/23/2011,1.24067E-05,0.36,0.043673674,0.8,0.585233442,0.841319036,0.07
2/24/2011,1.37472E-05,0.36,0.04474299,0.786880857,0.581976113,0.836236286,0.07
2/25/2011,1.33466E-05,0.36,0.047837652,0.783400268,0.574375679,0.839955371,0.07
2/26/2011,1.39358E-05,0.36,0.047837652,0.783400268,0.574375679,0.839955371,0.07
2/27/2011,1.26207E-05,0.36,0.047837652,0.783400268,0.574375679,0.839955371,0.07
2/28/2011,1.20094E-05,0.36,0.047925147,0.780455154,0.598805646,0.834314759,0.07
3/1/2011,1.30802E-05,0.38,0.044707849,0.780455154,0.615635179,0.850802703,0.07
3/2/2011,1.31042E-05,0.39,0.045472379,0.793842035,0.626764387,0.866918738,0.07
3/3/2011,1.32015E-05,0.36,0.049106348,0.822757697,0.612649294,0.864935226,0.08
3/4/2011,1.25402E-05,0.38,0.048097264,0.801338688,0.640065147,0.880493399,0.07
3/5/2011,1.265E-05,0.38,0.048097264,0.801338688,0.640065147,0.880493399,0.07
3/6/2011,1.26934E-05,0.38,0.048097264,0.801338688,0.640065147,0.880493399,0.07
3/7/2011,1.23021E-05,0.38,0.045297372,0.802677376,0.654723127,0.886815843,0.07
3/8/2011,1.23006E-05,0.38,0.046741792,0.815261044,0.649022801,0.884212484,0.07
3/9/2011,1.23423E-05,0.38,0.045734144,0.795180723,0.659609121,0.88024546,0.07
3/10/2011,1.2942E-05,0.36,0.042098022,0.774832664,0.6330076,0.869832021,0.07
3/11/2011,1.22308E-05,0.37,0.0431444,0.774832664,0.656623236,0.86028637,0.07
3/12/2011,1.28118E-05,0.37,0.0431444,0.774832664,0.656623236,0.86028637,0.07
3/13/2011,1.26981E-05,0.37,0.0431444,0.774832664,0.656623236,0.86028637,0.07
3/14/2011,1.2582E-05,0.37,0.042094432,0.762516734,0.653908795,0.860472324,0.07
3/15/2011,1.24779E-05,0.34,0.039681831,0.756091031,0.607491857,0.835616438,0.06
3/16/2011,1.21962E-05,0.34,0.03605933,0.726372155,0.6169924,0.840575218,0.06
3/17/2011,1.20365E-05,0.35,0.037438475,0.73601071,0.611292074,0.861897973,0.06
3/18/2011,1.19859E-05,0.36,0.03798496,0.7437751,0.6330076,0.859728507,0.06
3/19/2011,1.13794E-05,0.36,0.03798496,0.7437751,0.6330076,0.859728507,0.06
3/20/2011,1.11543E-05,0.36,0.03798496,0.7437751,0.6330076,0.859728507,0.06
3/21/2011,1.06881E-05,0.38,0.04145758,0.756091031,0.658523344,0.867538586,0.07
3/22/2011,1.09394E-05,0.38,0.040868057,0.758500669,0.665852334,0.877890039,0.07
3/23/2011,1.16085E-05,0.39,0.041902949,0.762784471,0.691096634,0.888737371,0.07
3/24/2011,1.19615E-05,0.38,0.044636848,0.777777778,0.696254072,0.887807599,0.07
3/25/2011,1.24774E-05,0.38,0.045113069,0.788487282,0.687296417,0.886567904,0.07
3/26/2011,1.20634E-05,0.38,0.045113069,0.788487282,0.687296417,0.886567904,0.07
3/27/2011,1.22259E-05,0.38,0.045113069,0.788487282,0.687296417,0.886567904,0.07
3/28/2011,1.21049E-05,0.37,0.044225185,0.789558233,0.688382193,0.87776607,0.07
3/29/2011,1.12962E-05,0.36,0.046104923,0.80107095,0.685124864,0.882786834,0.07
3/30/2011,1.09905E-05,0.37,0.047532131,0.791432396,0.699239957,0.879563627,0.07
3/31/2011,1.08713E-05,0.39,0.047839088,0.791164659,0.709283388,0.894749892,0.07
4/1/2011,1.06933E-05,0.38,0.048450849,0.790361446,0.705754615,0.902312031,0.08
4/2/2011,1.08076E-05,0.38,0.048450849,0.790361446,0.705754615,0.902312031,0.08
4/3/2011,1.08692E-05,0.38,0.048450849,0.790361446,0.705754615,0.902312031,0.08
4/4/2011,9.75045E-06,0.38,0.048421433,0.785006693,0.725841477,0.905597223,0.08
4/5/2011,1.04217E-05,0.40,0.04856487,0.8,0.744842562,0.904791421,0.08
4/6/2011,1.00598E-05,0.41,0.049183809,0.815528782,0.750271444,0.907828674,0.08
4/7/2011,1.02936E-05,0.41,0.048919873,0.818206158,0.754614549,0.916940433,0.08
4/8/2011,1.02696E-05,0.42,0.047792461,0.822222222,0.783387622,0.932374636,0.07
4/9/2011,1.00795E-05,0.42,0.047792461,0.822222222,0.783387622,0.932374636,0.07
4/10/2011,1.04433E-05,0.42,0.047792461,0.822222222,0.783387622,0.932374636,0.07
4/11/2011,1.05201E-05,0.42,0.047153455,0.822222222,0.783387622,0.914585012,0.07
4/12/2011,1.13359E-05,0.40,0.04523714,0.803480589,0.768729642,0.891836608,0.07
4/13/2011,1.2792E-05,0.40,0.046436989,0.79437751,0.773615635,0.897167297,0.07
4/14/2011,1.38617E-05,0.42,0.046343751,0.799464525,0.812160695,0.903365772,0.07
4/15/2011,1.36731E-05,0.43,0.046661459,0.779384203,0.836862106,0.912973409,0.07
4/16/2011,1.49518E-05,0.43,0.046661459,0.779384203,0.836862106,0.912973409,0.07
4/17/2011,1.56108E-05,0.43,0.046661459,0.779384203,0.836862106,0.912973409,0.07
4/18/2011,1.59626E-05,0.44,0.044562258,0.768942436,0.847448426,0.897229282,0.07
4/19/2011,1.69238E-05,0.44,0.045250045,0.764926372,0.873507058,0.903613711,0.07
4/20/2011,1.64872E-05,0.45,0.049376728,0.776706827,0.888436482,0.924068679,0.08
4/21/2011,1.70373E-05,0.45,0.050642552,0.776706827,0.931596091,0.929275398,0.08
4/22/2011,1.88599E-05,0.45,0.050642552,0.776706827,0.931596091,0.929275398,0.08
4/23/2011,2.06451E-05,0.45,0.050642552,0.776706827,0.931596091,0.929275398,0.08
4/24/2011,2.33383E-05,0.45,0.050642552,0.776706827,0.931596091,0.929275398,0.08
4/25/2011,2.23392E-05,0.46,0.051052779,0.766800535,0.961183496,0.929213414,0.08
4/26/2011,2.53338E-05,0.45,0.052606212,0.755287818,0.904451683,0.92877952,0.08
4/27/2011,2.58934E-05,0.47,0.054208392,0.768139224,0.92888165,0.932188682,0.08
4/28/2011,3.09599E-05,0.48,0.054398456,0.753145917,0.971226927,0.932808529,0.08
4/29/2011,4.09091E-05,0.50,0.054470893,0.748862115,1,0.939440898,0.08
4/30/2011,5.01137E-05,0.50,0.054470893,0.748862115,1,0.939440898,0.08
5/1/2011,5.24595E-05,0.50,0.054470893,0.748862115,1,0.939440898,0.08
5/2/2011,5.22902E-05,0.51,0.053792439,0.746184739,0.932138979,0.936899523,0.08
5/3/2011,4.9987E-05,0.49,0.052181645,0.737884873,0.83713355,0.921589289,0.08
5/4/2011,5.108E-05,0.46,0.051221325,0.729317269,0.750271444,0.910370049,0.08
